car_id,price,Kilometers,hp,Brand,age,Users,gas,CC,Weight,QuartTax,door,ind_red_YES,ind_Automatic_YES,ind_Owner_gender_F,ind_Sport_YES,ind_Metalilic_YES,Kilometers_miss,gas_miss,Weight_miss
3767,10660,108390.0,110,1,27,1,507.0,1900,1189.3311201542085,160,4,1,0,0,1,0,0,0,1
1070,12900,120510.0,110,6,24,1,343.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
412,20840,102380.0,110,5,26,2,391.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
3093,16990,112280.0,90,6,26,3,582.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
4892,19020,99080.0,110,4,26,1,559.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
4336,13100,84960.0,192,5,27,1,338.0,2200,1250.0,80,4,0,0,1,0,1,0,0,0
1598,9720,98140.0,90,5,27,1,321.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
4199,14280,119730.0,70,2,27,2,552.0,1800,1165.0,100,4,1,1,0,1,0,0,0,0
216,15890,108840.0,70,3,26,2,366.0,1800,1170.0,100,4,1,1,0,0,0,0,0,0
1474,16580,118620.0,110,4,26,2,358.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
4916,10970,88860.0,90,4,26,1,350.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
5110,14070,112951.59803318992,192,3,26,2,337.0,1800,1170.0,100,4,0,1,0,0,0,1,0,0
5208,22010,118290.0,110,5,27,2,540.0,1900,1189.3311201542085,120,4,0,1,0,1,0,0,0,1
2688,17450,91230.0,110,3,27,2,355.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
1192,18930,119520.0,110,2,26,2,556.0,1900,1170.0,120,4,1,1,0,1,0,0,0,0
4985,12520,91730.0,192,4,27,1,399.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
3225,20430,104290.0,192,6,26,1,534.0,2200,1195.0,190,4,1,1,0,1,0,0,0,0
4920,48390,112600.0,192,6,27,1,261.0,2000,1189.3311201542085,160,4,0,1,1,0,0,0,0,1
4359,15460,126800.0,110,4,27,2,529.0,1900,1189.3311201542085,120,4,1,1,0,1,0,0,0,1
4051,12410,112951.59803318992,70,4,25,2,472.0,1800,1170.0,120,4,0,1,0,1,0,1,0,0
1784,19720,92890.0,110,4,27,2,309.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
5089,11890,117230.0,70,6,27,1,440.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
5015,13140,93580.0,192,5,27,1,384.0,2200,1250.0,80,4,0,0,1,0,1,0,0,0
2185,22240,102760.0,192,4,26,1,373.0,2200,1195.0,190,4,0,1,1,0,0,0,0,0
2657,16040,86410.0,110,4,27,2,407.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
4597,20120,88540.0,192,5,28,1,382.0,2200,1189.3311201542085,80,4,0,1,1,0,1,0,0,1
833,21100,127730.0,192,3,28,1,264.0,2200,1189.3311201542085,80,4,0,1,1,0,1,0,0,1
3799,10690,92850.0,110,4,27,2,346.0,1800,1170.0,100,4,1,0,0,0,0,0,0,0
2907,15960,112951.59803318992,192,4,27,1,499.0,2000,1195.0,190,4,0,1,0,1,0,1,0,0
2174,12790,122710.0,90,6,27,1,550.0,2000,1195.0,190,4,0,0,0,1,0,0,0,0
4385,25480,119610.0,192,4,27,1,339.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
5042,15180,122490.0,90,1,25,1,371.0,2200,1195.0,190,4,0,1,1,0,0,0,0,0
465,11250,87300.0,110,6,27,2,321.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
857,14400,112951.59803318992,110,4,27,1,369.0,2000,1195.0,190,4,0,1,1,0,0,1,0,0
2337,16190,91800.0,110,4,26,1,532.0,2200,1195.0,190,4,0,1,0,1,0,0,0,0
796,20390,109940.0,192,4,27,1,578.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
928,10270,98820.0,90,5,27,1,587.0,2200,1250.0,80,4,0,0,0,1,1,0,0,0
242,15500,106980.0,70,2,25,1,331.0,2000,1195.0,190,4,1,1,1,0,0,0,0,0
1111,20080,85510.0,192,2,28,1,374.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
798,11850,112951.59803318992,70,3,27,1,579.0,2200,1250.0,80,4,1,1,0,1,1,1,0,0
4858,15140,104760.0,110,5,27,2,614.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
4511,11300,96610.0,90,4,26,1,382.0,2200,1195.0,190,4,0,0,1,0,0,0,0,0
360,9990,106580.0,90,4,27,1,333.0,1900,1189.3311201542085,160,4,0,0,1,0,0,0,0,1
3187,11940,91150.0,110,6,26,3,473.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
2071,11390,123620.0,110,4,28,3,298.0,1600,1165.0,100,2,1,0,0,0,0,0,0,0
4439,13790,125390.0,192,4,26,1,255.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
895,13050,112951.59803318992,70,4,28,2,494.0,1800,1170.0,120,4,1,1,0,1,0,1,0,0
1287,13140,91610.0,70,1,27,1,284.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
1215,16130,107520.0,110,5,27,1,335.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4079,13810,204750.0,192,1,27,1,344.0,2200,1250.0,270,4,0,1,0,0,1,0,0,0
2391,18240,86580.0,110,5,26,2,395.0,1800,1165.0,100,4,0,1,0,0,0,0,0,0
2782,9570,115170.0,90,2,28,3,500.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
2866,13580,95920.0,192,4,25,2,308.0,1800,1170.0,100,4,1,0,0,0,0,0,0,0
4548,16890,84290.0,110,4,28,2,508.0,1800,1170.0,100,4,0,1,0,1,0,0,0,0
1158,17840,126720.0,70,6,26,2,284.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
4210,18140,87340.0,192,2,27,2,446.0,1900,1170.0,120,4,1,1,0,1,0,0,0,0
5189,16640,122940.0,110,4,28,2,606.0,1800,1170.0,120,4,0,1,0,1,0,0,0,0
4146,16860,120760.0,192,4,27,2,350.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1678,16860,111270.0,90,4,27,1,617.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
2734,16160,126650.0,70,4,26,1,556.0,2200,1250.0,210,4,0,1,0,1,1,0,0,0
137,10290,88290.0,192,1,26,2,351.0,1600,1165.0,100,2,0,0,0,0,0,0,0,0
3827,10090,113420.0,110,5,26,2,491.0,1900,1170.0,120,4,0,0,0,1,0,0,0,0
2744,10250,86770.0,90,5,27,1,377.0,2200,1195.0,190,4,0,0,1,0,0,0,0,0
4071,48940,92930.0,192,5,27,1,361.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4674,12250,104530.0,192,1,27,1,286.0,2200,1189.3311201542085,80,4,0,0,1,0,1,0,0,1
2915,11510,112951.59803318992,110,2,27,1,562.0,1900,1195.0,160,4,1,1,0,1,0,1,0,0
5034,13970,116040.0,90,2,26,3,281.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
2558,12270,118050.0,192,2,28,2,396.0,1800,1170.0,100,4,1,0,0,1,0,0,0,0
2066,16030,114520.0,70,5,27,1,316.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
4885,20080,83740.0,192,1,26,1,364.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
1036,10360,108620.0,110,4,25,2,429.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
3787,21380,108290.0,90,6,27,2,588.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
5076,15160,112951.59803318992,192,5,27,1,513.0,2200,1195.0,210,4,0,1,0,1,1,1,0,0
4707,19170,96760.0,192,4,26,1,379.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
698,13250,119770.0,70,1,27,1,573.0,2200,1195.0,210,4,0,1,0,1,1,0,0,0
1788,15910,97610.0,70,5,27,1,368.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
2779,23930,98020.0,192,5,27,2,432.0,1800,1170.0,100,4,1,1,0,0,0,0,0,0
5185,15880,102720.0,90,1,27,1,391.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
547,17420,103290.0,90,4,26,1,420.51064684612294,1900,1186.0,160,4,0,1,0,1,0,0,1,0
3017,10350,112130.0,70,2,25,2,361.0,1600,1165.0,100,2,0,0,0,0,0,0,0,0
3622,16390,108180.0,110,4,25,3,472.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
1539,8140,100090.0,110,2,27,1,500.0,2000,1195.0,190,4,0,0,0,1,0,0,0,0
2361,14600,108290.0,70,3,25,1,381.0,2200,1189.3311201542085,80,4,0,1,0,1,1,0,0,1
527,15990,104030.0,110,4,25,1,381.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
919,19030,86880.0,110,6,27,2,303.0,1800,1189.3311201542085,100,2,0,1,0,0,0,0,0,1
4423,15840,119860.0,90,4,26,2,329.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1013,21810,125100.0,110,6,27,1,578.0,2200,1189.3311201542085,80,4,0,1,0,1,1,0,0,1
3032,14350,119350.0,70,4,28,1,322.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
2655,14970,120010.0,110,2,28,1,389.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4143,21070,96940.0,90,6,26,2,517.0,1600,1165.0,100,2,1,1,0,1,0,0,0,0
3776,16620,84700.0,110,4,28,1,482.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
784,11200,85250.0,110,4,26,1,312.0,2000,1195.0,160,4,1,0,1,0,0,0,0,0
1243,13940,126730.0,192,5,25,1,457.0,2000,1195.0,190,4,0,0,0,1,0,0,0,0
4874,14360,93010.0,90,3,28,1,461.0,1900,1186.0,160,4,1,1,0,1,0,0,0,0
118,23180,124460.0,192,2,27,1,375.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4627,13140,117440.0,192,4,26,2,314.0,1600,1189.3311201542085,100,2,0,0,0,0,0,0,0,1
2408,14510,96660.0,70,4,26,2,355.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
1490,20380,88270.0,192,5,26,1,334.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
2115,53220,83960.0,192,6,26,1,372.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
812,22250,98410.0,192,5,26,2,373.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
667,16120,114680.0,70,5,28,3,584.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
817,15600,108330.0,110,3,26,1,358.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4994,8790,91090.0,90,4,26,2,349.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
3501,17360,116280.0,192,4,25,2,500.0,1800,1170.0,100,4,0,1,0,1,0,0,0,0
5016,11550,124810.0,110,4,26,2,490.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
3504,19000,155770.0,90,6,24,1,497.0,2200,1189.3311201542085,270,4,0,1,0,1,1,0,0,1
5146,18240,84290.0,110,3,26,2,363.0,1800,1170.0,120,4,1,1,0,0,0,0,0,0
270,10450,128690.0,90,2,26,1,336.0,2200,1250.0,80,4,0,0,1,0,1,0,0,0
4125,22450,85370.0,192,4,26,1,319.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
348,16470,124410.0,90,4,26,2,552.0,1900,1170.0,120,4,0,1,0,1,0,0,0,0
4899,10240,84990.0,90,5,27,1,482.0,2000,1195.0,190,4,0,0,0,1,0,0,0,0
2434,17630,90290.0,70,3,26,2,332.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
4516,15350,103590.0,192,1,27,2,332.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
3815,14510,112060.0,90,2,27,1,375.0,2200,1195.0,210,4,1,1,1,0,0,0,0,0
2817,15140,93360.0,90,1,26,1,442.0,2200,1195.0,190,4,0,1,0,1,0,0,0,0
4075,12540,112000.0,110,5,27,2,314.0,1800,1165.0,100,4,0,0,0,0,0,0,0,0
2865,14660,112951.59803318992,110,4,27,2,537.0,1600,1165.0,100,2,0,1,0,1,0,1,0,0
3351,12150,112090.0,70,5,27,2,324.0,1800,1165.0,100,2,0,0,0,0,0,0,0,0
2307,18000,118790.0,192,3,28,1,420.51064684612294,2000,1195.0,160,4,0,1,1,0,0,0,1,0
590,21230,119050.0,192,4,26,2,550.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
1154,19360,109300.0,110,4,27,2,369.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
4527,16860,125310.0,110,2,26,2,476.0,1800,1170.0,100,4,0,1,0,1,0,0,0,0
1259,10530,128030.0,110,4,28,3,569.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
2890,12170,101170.0,70,6,26,1,564.0,2000,1195.0,190,4,0,0,0,1,0,0,0,0
2114,20540,113940.0,192,4,27,1,561.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
3191,12530,87470.0,192,2,25,2,355.0,1800,1165.0,100,4,0,0,0,0,0,0,0,0
3074,12990,88150.0,192,4,28,2,344.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
3960,11250,111130.0,110,4,27,1,398.0,1900,1186.0,160,4,1,0,0,1,0,0,0,0
1034,14660,92680.0,192,3,27,1,328.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
908,49630,119030.0,192,4,28,1,362.0,2200,1189.3311201542085,190,4,0,1,1,0,0,0,0,1
2672,17490,93490.0,70,4,28,1,454.0,1900,1186.0,120,4,1,1,0,1,0,0,0,0
5083,11830,112951.59803318992,90,4,28,1,420.51064684612294,2200,1250.0,270,4,0,1,0,0,1,1,1,0
3289,53570,86520.0,192,3,26,1,391.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1201,7680,182900.0,90,3,27,1,324.0,2200,1250.0,80,4,0,0,0,0,1,0,0,0
1863,23050,129850.0,90,6,26,1,360.0,2200,1195.0,210,4,1,1,1,0,0,0,0,0
3498,14650,123320.0,90,4,26,2,570.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
1403,10870,102560.0,110,4,27,2,339.0,1800,1165.0,100,4,0,0,0,0,0,0,0,0
4506,13900,98030.0,90,1,27,1,535.0,2200,1250.0,80,4,1,1,0,1,1,0,0,0
3543,62040,111090.0,192,6,28,1,516.0,2200,1195.0,210,4,0,1,0,1,1,0,0,0
1531,11950,111390.0,192,2,26,1,331.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
177,20730,118410.0,192,4,27,2,326.0,1900,1189.3311201542085,120,4,0,1,1,0,0,0,0,1
4979,16890,122340.0,90,3,28,1,520.0,2200,1189.3311201542085,210,4,1,1,0,1,1,0,0,1
4904,15690,216310.0,110,3,27,1,590.0,2200,1250.0,270,4,1,1,0,1,1,0,0,0
4198,15960,86480.0,192,1,28,2,367.0,1800,1189.3311201542085,100,4,0,1,0,0,0,0,0,1
482,13460,88860.0,192,6,26,1,373.0,2200,1195.0,210,4,0,0,1,0,1,0,0,0
2136,8910,122380.0,110,1,26,1,346.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
1677,9710,93600.0,192,1,27,2,575.0,1800,1170.0,120,4,0,0,0,1,0,0,0,0
1612,18380,114060.0,192,4,27,1,318.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
1776,20120,102880.0,192,3,26,2,342.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
1293,15600,115370.0,90,5,26,1,392.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4806,10200,116390.0,110,5,26,2,369.0,1800,1165.0,100,2,0,0,0,0,0,0,0,0
1922,10290,115790.0,90,2,26,3,353.0,1600,1165.0,100,2,0,0,0,0,0,0,0,0
5126,18640,119480.0,192,3,26,1,420.51064684612294,1900,1186.0,160,4,1,1,1,0,0,0,1,0
4011,14330,91550.0,110,1,28,1,510.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
3823,13950,127940.0,90,3,27,2,442.0,1900,1186.0,120,4,1,1,1,0,0,0,0,0
409,21940,128750.0,90,6,26,1,355.0,2200,1195.0,190,4,0,1,1,0,0,0,0,0
2791,7010,88040.0,110,1,26,2,319.0,1900,1170.0,120,4,0,0,0,0,0,0,0,0
1237,10950,117760.0,70,6,26,3,351.0,1600,1165.0,100,2,1,0,0,0,0,0,0,0
2386,18820,111320.0,110,4,27,1,569.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
3268,22700,121030.0,192,6,28,1,570.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
4498,14900,101820.0,90,3,27,3,348.0,1600,1189.3311201542085,100,2,0,1,0,0,0,0,0,1
4044,11820,126810.0,110,3,26,2,513.0,1900,1170.0,120,4,0,0,0,1,0,0,0,0
4121,17150,105630.0,192,4,28,2,394.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
2631,17660,119830.0,90,3,26,2,337.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
3673,20720,119060.0,110,6,28,1,406.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4532,11780,130340.0,192,1,26,1,394.0,1900,1189.3311201542085,160,4,0,0,1,0,0,0,0,1
878,16550,227990.0,90,3,27,1,337.0,2200,1250.0,270,4,0,1,0,0,1,0,0,0
1498,9240,112951.59803318992,192,3,28,2,361.0,1900,1186.0,120,4,0,0,1,0,0,1,0,0
5,14340,130350.0,110,1,26,2,377.0,1800,1165.0,100,2,0,1,0,0,0,0,0,0
11,15240,109980.0,110,5,27,1,363.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
2144,12500,103540.0,192,4,26,2,588.0,1800,1165.0,100,2,0,0,0,1,0,0,0,0
3764,11410,96770.0,90,5,26,2,281.0,1800,1170.0,120,4,1,0,0,0,0,0,0,0
1593,15780,101080.0,110,3,28,1,310.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
143,14630,108790.0,90,4,26,1,491.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
5029,12810,115600.0,110,5,28,1,500.0,2200,1195.0,190,4,1,0,0,1,0,0,0,0
1661,16480,90950.0,110,4,26,2,271.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1386,21250,100700.0,192,3,28,2,317.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
3892,15350,129490.0,110,1,26,3,351.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
2452,23890,119600.0,192,5,28,1,596.0,2000,1195.0,160,4,1,1,0,1,0,0,0,0
4024,16340,118710.0,192,2,28,2,311.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
1430,10610,94840.0,110,4,28,2,487.0,1800,1170.0,100,4,0,0,0,1,0,0,0,0
1503,19800,108290.0,192,3,26,2,333.0,1900,1189.3311201542085,120,4,0,1,0,0,0,0,0,1
4798,11070,112951.59803318992,70,1,25,1,597.0,2200,1250.0,80,4,1,1,0,1,1,1,0,0
4262,17820,116160.0,110,6,27,2,561.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
4096,7880,89280.0,90,1,25,2,482.0,1900,1186.0,120,4,0,0,0,1,0,0,0,0
1795,16370,108150.0,110,4,26,1,591.0,1900,1195.0,160,4,0,1,0,1,0,0,0,0
3935,16970,126780.0,110,5,28,1,325.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
1427,18650,97930.0,192,4,26,2,334.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
3649,8860,112951.59803318992,110,3,26,3,517.0,1600,1165.0,100,2,1,0,0,1,0,1,0,0
2501,27680,90680.0,192,5,27,1,329.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
453,15850,125520.0,110,4,26,2,290.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
3260,12770,119190.0,110,6,28,1,565.0,2200,1250.0,80,4,0,0,0,1,1,0,0,0
2882,17900,87110.0,70,6,27,1,318.0,2200,1250.0,210,4,0,1,1,0,1,0,0,0
3302,17200,112951.59803318992,192,5,26,2,371.0,1800,1165.0,100,2,1,1,0,0,0,1,0,0
5221,17530,109730.0,110,6,27,1,488.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
165,18170,121080.0,110,4,27,3,382.0,1600,1189.3311201542085,100,2,0,1,0,0,0,0,0,1
4530,44220,123690.0,192,5,27,2,379.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
4377,8760,86380.0,110,5,27,3,297.0,1600,1165.0,100,2,0,0,0,0,0,0,0,0
395,14460,84660.0,90,3,26,1,315.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
3309,20170,111860.0,192,4,28,1,339.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
1932,12180,119750.0,90,5,28,1,342.0,2200,1250.0,80,4,0,0,1,0,1,0,0,0
1426,14630,124680.0,90,2,27,1,292.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4804,12790,96910.0,192,6,28,1,345.0,1900,1195.0,160,4,0,0,1,0,0,0,0,0
2007,13550,98520.0,192,6,27,2,420.51064684612294,1900,1170.0,120,4,0,0,0,0,0,0,1,0
1260,21840,91900.0,192,5,27,1,337.0,2000,1195.0,190,4,1,1,1,0,0,0,0,0
4867,13930,124680.0,70,1,27,2,561.0,1800,1165.0,100,2,0,1,0,1,0,0,0,0
4528,13870,112951.59803318992,90,3,28,2,319.0,1800,1170.0,120,4,0,1,0,0,0,1,0,0
3013,18040,123390.0,110,4,28,1,497.0,1900,1186.0,160,4,1,1,0,1,0,0,0,0
2983,12780,110600.0,192,5,26,1,612.0,2200,1250.0,80,4,0,0,0,1,1,0,0,0
2221,8970,109770.0,90,1,27,3,243.0,1600,1165.0,100,2,0,0,0,0,0,0,0,0
1257,13250,89930.0,110,6,27,1,455.0,2000,1195.0,190,4,1,0,0,1,0,0,0,0
4747,17140,93380.0,192,4,26,1,365.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1688,10510,120630.0,192,3,26,2,478.0,1600,1189.3311201542085,100,2,1,0,0,1,0,0,0,1
1896,12620,124000.0,192,2,27,1,377.0,2200,1250.0,80,4,1,0,1,0,1,0,0,0
4429,15180,98250.0,110,3,26,2,479.0,1800,1165.0,100,2,0,1,0,1,0,0,0,0
1923,16380,104880.0,70,4,28,1,420.51064684612294,2000,1195.0,190,4,0,1,1,0,0,0,1,0
5006,11530,99790.0,90,5,27,2,323.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
3184,13880,85820.0,110,2,28,2,519.0,1800,1170.0,120,4,0,1,0,1,0,0,0,0
5004,15810,217800.0,110,3,28,1,301.0,2200,1189.3311201542085,270,4,0,1,0,0,1,0,0,1
3595,15480,131570.0,90,4,26,3,332.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
530,16190,211900.0,90,4,26,1,293.0,2200,1250.0,270,4,0,1,0,0,1,0,0,0
1275,40590,108100.0,192,4,28,1,374.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
174,12160,96740.0,192,3,26,2,295.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
1892,14200,122290.0,110,1,27,1,346.0,2000,1195.0,160,4,1,1,1,0,0,0,0,0
615,45410,121430.0,192,5,26,2,363.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1506,13390,112951.59803318992,90,6,28,3,385.0,1600,1165.0,100,2,0,1,0,0,0,1,0,0
367,13990,118580.0,110,2,27,2,380.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
81,10370,109710.0,70,4,27,2,460.0,1800,1170.0,120,4,0,0,0,1,0,0,0,0
1855,15480,104670.0,90,3,28,1,420.51064684612294,2000,1195.0,160,4,0,1,1,0,0,0,1,0
4260,12520,104950.0,192,5,28,1,319.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
144,14370,98810.0,110,3,27,1,386.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
4949,15790,108930.0,90,6,27,2,500.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
3400,12460,110860.0,110,6,27,1,366.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
2515,18420,89230.0,192,3,29,1,395.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
1043,19110,93750.0,90,5,27,2,286.0,1800,1165.0,100,4,0,1,0,0,0,0,0,0
3186,15210,112570.0,110,2,27,2,377.0,1900,1186.0,120,4,1,1,1,0,0,0,0,0
976,10820,105960.0,192,1,26,2,316.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
2612,17680,126570.0,192,2,26,1,665.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
1906,22270,113450.0,192,4,27,2,295.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
3248,16090,132340.0,70,5,28,1,354.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1168,9950,125420.0,110,2,27,1,561.0,2000,1195.0,160,4,0,0,0,1,0,0,0,0
1868,15770,100910.0,70,2,27,2,510.0,1800,1165.0,100,2,0,1,0,1,0,0,0,0
3736,14420,86780.0,90,3,28,2,420.51064684612294,1800,1189.3311201542085,120,4,0,1,0,1,0,0,1,1
4443,14330,99420.0,192,6,27,1,373.0,2200,1195.0,190,4,0,0,1,0,0,0,0,0
240,13520,109670.0,110,2,27,2,331.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
800,13820,119180.0,192,5,28,1,393.0,1900,1186.0,160,4,0,0,1,0,0,0,0,0
3236,19950,110960.0,90,6,25,1,602.0,2000,1189.3311201542085,190,4,1,1,0,1,0,0,0,1
378,17470,123700.0,192,3,27,3,564.0,1600,1165.0,100,2,1,1,0,1,0,0,0,0
4634,13930,112160.0,110,1,27,1,543.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
4541,16180,121780.0,110,4,28,1,593.0,2000,1195.0,190,4,1,1,0,1,0,0,0,0
5050,10550,131740.0,110,3,27,1,420.51064684612294,1900,1186.0,160,4,0,0,1,0,0,0,1,0
228,10620,118760.0,90,4,26,2,332.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
76,10640,123980.0,90,6,26,1,547.0,2200,1250.0,210,4,1,0,0,1,1,0,0,0
3366,15190,91290.0,70,4,27,2,330.0,1800,1170.0,100,4,1,1,0,0,0,0,0,0
3723,53230,127140.0,192,6,27,2,605.0,1900,1186.0,120,4,1,1,0,1,0,0,0,0
4905,13410,93240.0,90,1,25,1,390.0,2000,1195.0,160,4,1,1,1,0,0,0,0,0
2935,15480,110780.0,90,4,26,1,339.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
1780,24680,128490.0,192,5,29,2,547.0,1800,1170.0,120,4,1,1,0,1,0,0,0,0
2026,15010,129420.0,90,3,27,1,547.0,2000,1195.0,160,4,0,1,0,1,0,0,0,0
2449,19070,102710.0,110,6,28,2,478.0,1900,1170.0,120,4,0,1,0,1,0,0,0,0
1983,14940,111760.0,110,2,28,3,537.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
1369,42620,99610.0,192,6,28,2,302.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
340,15210,102840.0,90,3,30,1,329.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
2008,19690,114770.0,90,6,27,1,519.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
3740,16180,112951.59803318992,192,2,27,1,306.0,1900,1186.0,160,4,0,1,1,0,0,1,0,0
4594,15730,110670.0,90,3,26,2,552.0,1800,1165.0,100,2,0,1,0,1,0,0,0,0
5209,14270,220950.0,110,1,29,1,553.0,2200,1250.0,270,4,0,1,0,1,1,0,0,0
2649,16580,93660.0,192,1,27,2,390.0,1800,1165.0,100,2,0,1,0,1,0,0,0,0
4690,19310,119830.0,110,6,28,1,336.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
